code,name,rights_month,rights_date,yuutai_genre,yuutai_content,min_investment
2981,ランディックス,6,2025-06-30,金券・ギフト,"QUOカード（1,000円相当～）など",329600
3457,And Doホールディングス,6,2025-06-30,その他,動画配信サービス「Hulu」で使える視聴利用チケット（1か月分～）など,374300
3772,ウェルス・マネジメント,6,2025-06-30,その他,"デジタルギフト（6,000円相当～）",402600
7359,東京通信グループ,6,2025-06-30,金券・ギフト,"QUOカード（1,000円相当～）",184700
7962,キングジム,6,2025-06-30,その他,"自社製品の詰め合わせ（1,000円相当～）",156900
7936,アシックス,6,2025-06-30,金券・ギフト,"QUOカード（1,000円相当～）",217000
8945,サンネクスタグループ,6,2025-06-30,金券・ギフト,QUOカード（500円相当～）,221000
1788,三東工業社,6,2025-06-30,金券・ギフト,"オートバックス限定Vポイント（1,000円相当～）",154100
2579,コカ・コーラ ボトラーズジャパンホールディングス,6,2025-06-30,買物券・プリペイドカード,「ザ ストリングス 表参道」のほか、グループ施設で使える優待利用割引券（2枚）など,63000
6504,富士電機,6,2025-06-30,その他,"静岡県森町産新茶（2,500円相当）など",624000
3663,セルシス,6,2025-06-30,買物券・プリペイドカード,"自社のグループ店舗で使える優待食事割引券（3,000円相当～）など",111200
7177,GMOフィナンシャルホールディングス,6,2025-06-30,金券・ギフト,"JCBギフトカード（1,000円相当～）",57800
7972,イトーキ,6,2025-06-30,金券・ギフト,QUOカード（500円相当～）など,94000
9282,いちごグリーンインフラ投資法人,6,2025-06-30,買物券・プリペイドカード,"「マックスバリュ」のほか、グループ店舗で使える優待買物割引券（5,000円相当～）など",349500
5891,魁力屋,6,2025-06-30,買物券・プリペイドカード,"ツインバード公式ホームページで使える優待割引クーポン（2,000円相当～）",41300
8617,光世証券,6,2025-06-30,その他,ジェフグルメカード（500円相当～）など,265000
7044,ピアラ,6,2025-06-30,その他,徳島県特産の藍製品（1点）など,364000
3135,マーケットエンタープライズ,6,2025-06-30,その他,「ピュアミルクアイス5個セット」引換券（1枚）など,191500
3962,チェンジホールディングス,6,2025-06-30,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（6,000円相当～）",485800
8179,ロイヤルホールディングス,6,2025-06-30,金券・ギフト,"QUOカード（3,000円相当～）",410100
2700,木徳神糧,6,2025-06-30,金券・ギフト,オリジナルQUOカード（500円相当）など,147500
7037,テノ．ホールディングス,6,2025-06-30,その他,"自社グループオリジナルウイスキー（7,150円相当）など",130000
2418,ツカダ・グローバルホールディング,6,2025-06-30,その他,"自社取引先商品の詰め合わせ（3,000円相当～）",446000
7678,ファストフード・カフェの食事,6,2025-06-30,その他,,0
2689,オルバヘルスケアホールディングス,6,2025-06-30,金券・ギフト,オリジナルQUOカード（500円相当）など,147500
4642,オリジナル設計,6,2025-06-30,金券・ギフト,QUOカード（500円相当～）など,298400
3028,アルペン,6,2025-06-30,その他,"自社製品（ドレッシング類）の詰め合わせ（1,000円相当～）",182000
6038,イード,6,2025-06-30,金券・ギフト,"「バリューカフェテリア」で使えるカフェテリアポイント（2,500円相当～）など",169100
8165,千趣会,6,2025-06-30,買物券・プリペイドカード,"自社オンラインストアで使える優待購入割引券（7,000円相当～）など",109700
3140,BRUNO,6,2025-06-30,その他,徳島県特産の藍製品（1点）など,364000
9159,W TOKYO,6,2025-06-30,金券・ギフト,"QUOカード（1,000円相当）",161500
4784,GMOインターネット,6,2025-06-30,カタログギフト,"カタログギフト（3,000円相当～）など",456000
3097,物語コーポレーション,6,2025-06-30,金券・ギフト,オリジナルQUOカード（500円相当）など,147500
3482,ロードスターキャピタル,6,2025-06-30,金券・ギフト,QUOカード（500円相当～）,35800
7803,ブシロード,6,2025-06-30,買物券・プリペイドカード,「ホテルトラスティ」のほか、グループ施設で使える優待利用割引券（30％割引：1枚）など,363400
3538,ウイルプラスホールディングス,6,2025-06-30,その他,"自社が運営する介護付有料老人ホームの利用料金の割引（200,000円相当～）",296000
9449,GMOインターネットグループ,6,2025-06-30,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（2,500円相当～）",195000
7585,かんなん丸,6,2025-06-30,その他,"ミネラルウォーターなど（1,500円相当～）",401000
8039,築地魚市場,6,2025-06-30,金券・ギフト,"QUOカード（1,000円相当）",242400
4563,アンジェス,6,2025-06-30,買物券・プリペイドカード,「ゴルフ・ドゥ！」で使える優待買物割引券（20％割引：1枚～）など,20700
3193,レストランの食事,6,2025-06-30,その他,,0
9757,船井総研ホールディングス,6,2025-06-30,金券・ギフト,"VJAギフトカード（1,000円相当）など",1355000
2997,QUOカードを贈る企業一覧,6,2025-06-30,その他,,0
2676,高千穂交易,6,2025-06-30,金券・ギフト,"QUOカード（2,000円相当～）など",64500
6036,KeePer技研,6,2025-06-30,その他,自社指定商品など,148200
4967,小林製薬,6,2025-06-30,金券・ギフト,"RESOLファミリーの商品券（20,000円相当～）など",539000
4018,Geolocation Technology,6,2025-06-30,その他,自社製品詰め合わせ（500円相当～）など,247900
7809,壽屋,6,2025-06-30,金券・ギフト,"株主優待ポイント（4,000円相当～）",459900
2325,NJS,6,2025-06-30,買物券・プリペイドカード,自社商品割引券（15％割引：1枚～）,226200
3469,デュアルタップ,6,2025-06-30,金券・ギフト,番組特製QUOカード（500円相当～）,70700
6278,ユニオンツール,6,2025-06-30,金券・ギフト,"QUOカード（1,000円相当～）",80000
3082,きちりホールディングス,6,2025-06-30,買物券・プリペイドカード,"「かつや」のほか、グループ店舗で使える優待利用割引券（1,100円相当～）",175200
8040,東京ソワール,6,2025-06-30,買物券・プリペイドカード,"「古本市場」のほか、グループ店舗で使える優待買物割引券（2,000円相当～）",134000
2904,一正蒲鉾,6,2025-06-30,その他,美術展覧会「Idemitsu Art Award展」の招待券,1072
7135,ジャパンクラフトホールディングス,6,2025-06-30,金券・ギフト,"オリジナルQUOカード（3,000円相当～）",308000
5698,エンビプロ・ホールディングス,6,2025-06-30,買物券・プリペイドカード,"「kawara CAFE＆DINING」のほか、グループ店舗で使える優待食事割引券（2,000円相当～）",99500
3242,アーバネットコーポレーション,6,2025-06-30,金券・ギフト,"QUOカード（1,000円相当）",119600
2938,オカムラ食品工業,6,2025-06-30,金券・ギフト,"JCBギフトカード（1,000円相当～）",330600
4284,ソルクシーズ,6,2025-06-30,その他,"ホットマッサージジェル「ほねつぎHOT」（1個：4,800円相当）",15500
6071,IBJ,6,2025-06-30,その他,定期預金の株主優遇金利（＋年0.25％）,255500
8929,青山財産ネットワークス,6,2025-06-30,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（1,500円相当～）",256200
3405,クラレ,6,2025-06-30,その他,"自社グループ商品（3,000円相当）",837400
4495,アイキューブドシステムズ,6,2025-06-30,金券・ギフト,"QUOカード（1,000円相当～）",247000
7038,フロンティア・マネジメント,6,2025-06-30,その他,オリジナルカレーセット（1セット）など,99800
7081,コーユーレンティア,6,2025-06-30,その他,"自社製品（3,000円相当～）",536000
3807,フィスコ,6,2025-06-30,買物券・プリペイドカード,"「鳥貴族」のほか、グループ店舗で使える優待食事割引券（1枚1,000円相当）",280700
7813,プラッツ,6,2025-06-30,金券・ギフト,"QUOカード（1,000円相当）",98400
7963,興研,6,2025-06-30,食品,"自社商品（3,000円相当）",585500
4068,ベイシス,6,2025-06-30,金券・ギフト,"QUOカード（1,500円相当～）",448500
9338,INFORICH,6,2025-06-30,金券・ギフト,"QUOカード（10,000円相当）",252000
9173,東海汽船,6,2025-06-30,買物券・プリペイドカード,"「杵屋」のほか、グループ店舗で使える優待食事割引券（1,000円相当～）",94600
2268,B-R サーティワン アイスクリーム,6,2025-06-30,その他,自社製品詰め合わせ（500円相当～）など,247900
6498,キッツ,6,2025-06-30,その他,富山県産コシヒカリ「つぶぞろい」（3kg～）,542000
3191,ジョイフル本田,6,2025-06-30,その他,"デジタルギフト（2,000円相当～）",268100
7033,マネジメントソリューションズ,6,2025-06-30,金券・ギフト,"QUOカード（1,000円相当～）",110800
4476,AI CROSS,6,2025-06-30,その他,"「カプリチョーザ」のほか、グループ店舗で使える優待電子チケット（3,000円相当～）",301000
9439,エム・エイチ・グループ,6,2025-06-30,買物券・プリペイドカード,"「ダンダダン酒場」のほか、グループ店舗で使える優待食事割引券（10,000円相当）",301000
6195,ホープ,6,2025-06-30,その他,自社グループのバスに使える優待乗車無料券（5枚～）など,188900
6031,ZETA,6,2025-06-30,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（3,000円相当～）",295000
5618,ナイル,6,2025-06-30,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（5,000円相当～）",294500
7625,グローバルダイニング,6,2025-06-30,その他,"自社グループ会社商品の詰め合わせ（1,000円相当～）",156850
4828,ビジネスエンジニアリング,6,2025-06-30,その他,自社刊行書籍（2冊）,151900
2573,北海道コカ・コーラボトリング,6,2025-06-30,食品,自社商品の優待販売など,5090
2702,日本マクドナルドホールディングス,6,2025-06-30,その他,"デジタルギフト（7,500円相当～）",339600
7272,ヤマハ発動機,6,2025-06-30,食事券,「町田商店」のほか、グループ店舗で使える優待食事無料券（1品分：1枚～）,323000
7353,KIYOラーニング,6,2025-06-30,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（5,000円相当～）",697800
6180,GMOメディア,6,2025-06-30,その他,"自社オリジナルキャンペーン商品（10,000円相当～）",375000
7925,前澤化成工業,6,2025-06-30,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（5,000円相当～）",818400
1431,Lib Work,6,2025-06-30,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（3,000円相当～）",395000
2498,オリエンタルコンサルタンツホールディングス,6,2025-06-30,金券・ギフト,"QUOカード（1,000円相当）など",148000
4335,IPSホールディングス,6,2025-06-30,金券・ギフト,"UCギフトカード（1,000円相当～）など",100100
3041,ビューティカダンホールディングス,6,2025-06-30,その他,"自社グループ製品セット（2,500円相当～）",570000
5589,オートサーバー,6,2025-06-30,金券・ギフト,オリジナルQUOカード（500円相当～）,79000
3695,GMOリサーチ＆AI,6,2025-06-30,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（1,500円相当～）",766800
3261,グランディーズ,6,2025-06-30,カタログギフト,"カタログギフト「PREMIER」（2,000円相当）",412500
4848,フルキャストホールディングス,6,2025-06-30,その他,"自社製品の詰め合わせ（3,000円相当～）",328000
7422,東邦レマック,6,2025-06-30,買物券・プリペイドカード,「東京靴流通センター」のほか、グループ店舗で使える優待買物割引券（20％割引：5枚）,98100
4680,ラウンドワン,6,2025-06-30,金券・ギフト,"QUOカード（2,000円相当）",201200
9273,コーア商事ホールディングス,6,2025-06-30,その他,"自社製品（5,000円相当）",511000
9722,藤田観光,6,2025-06-30,買物券・プリペイドカード,"「クラフトハートトーカイ」のほか、グループ店舗で使える優待買物割引券（1,000円相当～）など",22000
4712,KeyHolder,6,2025-06-30,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（3,000円相当～）",1078000
7976,三菱鉛筆,6,2025-06-30,カタログギフト,"特産品カタログギフト（5,000円相当～）",1889500
4767,テー・オー・ダブリュー,6,2025-06-30,金券・ギフト,"QUOカード（1,000円相当～）",59100
3950,ザ・パック,6,2025-06-30,金券・ギフト,"エディオンギフトカード（3,000円相当～）",202800
2206,江崎グリコ,6,2025-06-30,その他,デジタルギフト（500円相当～）,24900
5530,日本システムバンク,6,2025-06-30,金券・ギフト,QUOカード（500円相当）,91000
3719,AIストーム,6,2025-06-30,その他,"デジタルギフト（15,000円相当）",705000
3053,ペッパーフードサービス,6,2025-06-30,その他,"ホットマッサージジェル「ほねつぎHOT」（1個：4,800円相当）",15500
7682,浜木綿,7,2025-07-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（8,000円相当～）",301400
6721,ウインテスト,7,2025-07-31,その他,"選べる優待品（1,000円相当～）",179700
7810,クロスフォー,7,2025-07-31,その他,"自社グループ商品（2,000円相当～）",213200
9632,各種ギフトカードを贈る企業一覧,7,2025-07-31,その他,,0
7683,ダブルエー,7,2025-07-31,その他,"自社製品の詰め合わせ（1,200円相当～）など",173200
9636,きんえい,7,2025-07-31,金券・ギフト,"QUOカード（1,000円相当～）",226400
7097,さくらさくプラス,7,2025-07-31,金券・ギフト,"QUOカード（4,000円相当～）",278300
6654,不二電機工業,7,2025-07-31,買物券・プリペイドカード,"「フォションホテル京都」のほか、グループ施設で使える優待宿泊割引券（2,500円相当～）",220000
3463,いちごホテルリート投資法人,7,2025-07-31,金券・ギフト,"自社グループ通販サイト「よかもーる」で使えるポイント（5,000円相当）",883700
9166,GENDA,7,2025-07-31,買物券・プリペイドカード,"「チムニー」のほか、グループ店舗で使えるか優待食事割引券（3,000円相当～）など",117600
3418,バルニバービ,7,2025-07-31,金券・ギフト,"Pontaポイント（2,000円相当～）など",492300
3193,レストランの食事,7,2025-07-31,その他,,0
3665,エニグモ,7,2025-07-31,買物券・プリペイドカード,"「クロスプラス公式通販」で使える優待買物割引クーポン（3,000円相当～）",128500
7590,タカショー,7,2025-07-31,その他,"北海道の特産品（3,000円相当）など",838000
2590,ダイドーグループホールディングス,7,2025-07-31,買物券・プリペイドカード,"「コトブキヤ」で使える優待買物割引券（2,000円相当～）など",165900
7850,総合商研,7,2025-07-31,買物券・プリペイドカード,"「幸楽苑」のほか、グループ店舗で使える優待食事割引券（2,000円相当～）など",103100
9235,売れるネット広告社グループ,7,2025-07-31,その他,「ニデックオルゴール記念館すわのね」の無料招待など,1883
2997,QUOカードを贈る企業一覧,7,2025-07-31,その他,,0
2424,ブラス,7,2025-07-31,金券・ギフト,"QUOカード（1,000円相当）",103400
6577,ベストワンドットコム,7,2025-07-31,買物券・プリペイドカード,"優待食事割引券（2,000円相当～）",75200
3931,バリューゴルフ,7,2025-07-31,金券・ギフト,"「まんが王国」で使える専用図書券（1,000ポイント～）",125200
7674,NATTY SWANKYホールディングス,7,2025-07-31,食品,"自社商品（1,000円相当～）",182100
3539,JMホールディングス,7,2025-07-31,買物券・プリペイドカード,"自社オンラインストアの「継続コース」に使える優待クーポン（1,500円相当）",34600
3172,ティーライフ,7,2025-07-31,買物券・プリペイドカード,"自社商品との引き換えや購入に使えるクーポン（10,000円相当）",150000
4934,プレミアアンチエイジング,7,2025-07-31,金券・ギフト,"QUOカード（15,000円相当）など",534600
3399,丸千代山岡家,7,2025-07-31,買物券・プリペイドカード,"ブランドバッグ月額制シェアリングサービス「ラクサス」の優待利用割引券（12,000円相当）",15600
2353,日本駐車場開発,7,2025-07-31,買物券・プリペイドカード,"「喫茶ルノアール」のほか、グループ店舗で使える優待食事割引券（1,000円相当～）",92800
3662,エイチームホールディングス,7,2025-07-31,その他,"東北地方の特産品（1,000円相当～）",99600
2217,モロゾフ,7,2025-07-31,その他,ジェフグルメカード（500円相当～）など,250200
3193,エターナルホスピタリティグループ,7,2025-07-31,その他,"「トレジャーファクトリー」のほか、グループ店舗で使えるトレジャーチケット（1,000円相当～）など",167400
7614,オーエムツーネットワーク,7,2025-07-31,金券・ギフト,"QUOカード（2,000円相当～）など",566000
8617,光世証券,7,2025-07-31,その他,ジェフグルメカード（500円相当～）など,265000
8609,岡三証券グループ,7,2025-07-31,金券・ギフト,"QUOカード（2,000円相当～）",327300
3070,ジェリービーンズグループ,7,2025-07-31,その他,"自社取扱商品（2,000円相当～）など",709000
4936,アクシージア,7,2025-07-31,金券・ギフト,"QUOカード（2,000円相当）など",741000
7196,Casa,7,2025-07-31,金券・ギフト,"QUOカード（2,000円相当）",132100
1444,ニッソウ,7,2025-07-31,金券・ギフト,"QUOカード（1,000円相当～）など",944000
5248,テクノロジーズ,7,2025-07-31,その他,"デジタルギフト（10,000円相当）",996000
7678,ファストフード・カフェの食事,7,2025-07-31,その他,,0
3159,丸善CHIホールディングス,7,2025-07-31,買物券・プリペイドカード,"「マルエツ」のほか、グループ店舗で使える優待買物割引券（3,000円相当～）など",82300
3455,ヘルスケア&メディカル投資法人,7,2025-07-31,その他,優待品（1点）など,125000
7678,あさくま,7,2025-07-31,その他,「ヘパリーゼW」（10本）など,200100
7126,グローバルスタイル,7,2025-07-31,買物券・プリペイドカード,"「イオン」のほか、グループ店舗で使える優待買物割引券（2,500円相当～）など",86900
6040,日本スキー場開発,7,2025-07-31,その他,自社酒類製品の詰め合わせ（6缶～）など,1620000
4014,カラダノート,7,2025-07-31,金券・ギフト,QUOカード（500円相当）など,109700
3421,稲葉製作所,7,2025-07-31,金券・ギフト,"QUOカード（5,000円相当）など",83700
7073,ジェイック,7,2025-07-31,その他,なめ茸「志賀の郷」（1セット）,709000
9979,大庄,8,2025-08-31,カタログギフト,"カタログギフト「PREMIER」（2,000円相当）",412500
7453,良品計画,8,2025-08-31,買物券・プリペイドカード,"自社オンラインショップで使える株主優待クーポン（10,000円相当～）",144000
9632,各種ギフトカードを贈る企業一覧,8,2025-08-31,その他,,0
3086,J.フロントリテイリング,8,2025-08-31,その他,「ニデックオルゴール記念館すわのね」の無料招待など,1883
3562,No.1,8,2025-08-31,金券・ギフト,"図書カード（1,000円相当～）",88000
9846,天満屋ストア,8,2025-08-31,その他,優待割引価格で購入できるカタログなど,42100
2669,カネ美食品,8,2025-08-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（3,000円相当～）",666000
3396,フェリシモ,8,2025-08-31,食事券,「町田商店」のほか、グループ店舗で使える優待食事無料券（1品分：1枚～）,323000
7730,マニー,8,2025-08-31,その他,定期預金の株主優遇金利（＋年0.10％）,78000
3035,ケイティケイ,8,2025-08-31,金券・ギフト,「ココロートパーク」で使えるポイント（500ポイント）など,238900
2882,イートアンドホールディングス,8,2025-08-31,金券・ギフト,"オリジナルQUOカード（1,000円相当）など",309000
9326,関通,8,2025-08-31,その他,"デジタルギフト（7,500円相当～）",333500
8237,松屋,8,2025-08-31,その他,優待割引価格で購入できるカタログなど,42100
8904,AVANTIA,8,2025-08-31,その他,"自社グループ商品の詰め合わせ（3,000円相当）",2486000
8267,イオン,8,2025-08-31,食品,熊本県産米（5kg）など,90600
2999,ホームポジション,8,2025-08-31,買物券・プリペイドカード,"「しまむら」のほか、グループ店舗で使える優待買物割引券（2,000円相当～）",994500
8247,大和,8,2025-08-31,金券・ギフト,QUOカード（500円相当～）,242900
9602,東宝,8,2025-08-31,金券・ギフト,"QUOカード（5,000円相当）",499000
3222,ユナイテッド・スーパーマーケット・ホールディングス,8,2025-08-31,金券・ギフト,"QUOカード（1,000円相当）",477000
7445,ライトオン,8,2025-08-31,その他,"千葉県・香川県の特産品（2,000円相当～）",1090800
9903,カンセキ,8,2025-08-31,買物券・プリペイドカード,"自社書籍販売サイト「ビジネス専門書Online」で使えるクーポンコード（4,000円相当）",73200
3083,スターシーズ,8,2025-08-31,金券・ギフト,"QUOカード（3,000円相当）",199000
9861,吉野家ホールディングス,8,2025-08-31,金券・ギフト,"QUOカード（1,000円相当～）",217000
8609,岡三証券グループ,8,2025-08-31,金券・ギフト,"QUOカード（2,000円相当～）",327300
2186,ソーバル,8,2025-08-31,買物券・プリペイドカード,"スマホアクセサリー店「Hamee本店」で利用できるクーポン（1,500円相当）など",51900
7485,岡谷鋼機,8,2025-08-31,その他,「TOHOシネマズ」のほか、グループ店舗で使える優待映画招待券（2枚～）など,905600
3543,コメダホールディングス,8,2025-08-31,金券・ギフト,"QUOカード（1,000円相当～）など",129000
8200,リンガーハット,8,2025-08-31,金券・ギフト,"QUOカード（10,000円相当）",252000
8185,チヨダ,8,2025-08-31,買物券・プリペイドカード,"「CVS・BAY HOTEL」のほか、グループ施設で使える優待宿泊割引券（1,000円相当～）",55900
8850,ガーデン,8,2025-08-31,その他,「ピタットハウス」不動産賃貸及び売買の仲介手数料割引など,478500
9993,ヤマザワ,8,2025-08-31,買物券・プリペイドカード,"「ネットオフ」で使える優待買物割引券（1,000円相当～）など",102100
9978,文教堂グループホールディングス,8,2025-08-31,買物券・プリペイドカード,"「ベルーナ」のほか、自社運営の通信販売で使える優待買物割引券（1,000円相当～）など",101700
7357,ジオコード,8,2025-08-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（5,000円相当～）",211000
8181,東天紅,8,2025-08-31,金券・ギフト,"図書カード(1,000円相当～)",86300
2927,AFC-HDアムスライフサイエンス,8,2025-08-31,その他,"農家直送みかん（5,000円相当）など",467000
2379,ディップ,8,2025-08-31,金券・ギフト,"「プレミアアンチエイジング公式通販サイト」で使えるポイント（4,200円相当）",71400
8127,ヤマトインターナショナル,8,2025-08-31,金券・ギフト,"QUOカード（2,000円相当～）など",64500
8011,三陽商会,8,2025-08-31,買物券・プリペイドカード,"「東建多度カントリークラブ」のほか、グループ施設で使える5,000円割引券（4枚）など",1415000
8233,高島屋,8,2025-08-31,金券・ギフト,QUOカード（500円相当～）,370000
2872,セイヒョー,8,2025-08-31,その他,"新潟県の特産品（1,000円相当）など",446400
3048,ビックカメラ,8,2025-08-31,その他,新潟県産こしひかり（2kg）,187800
3075,銚子丸,8,2025-08-31,買物券・プリペイドカード,"「アクシージア公式オンラインショップ」で使える優待買物割引券（6,000円相当～）",88000
3541,農業総合研究所,8,2025-08-31,買物券・プリペイドカード,"「ブックオフ」のほか、グループ店舗で使える優待買物割引券（2,000円相当～）など",132500
5982,マルゼン,8,2025-08-31,金券・ギフト,"QUOカード（1,000円相当～）",457000
8260,井筒屋,8,2025-08-31,金券・ギフト,QUOカード（500円相当～）,164900
4433,ヒト・コミュニケーションズ・ホールディングス,8,2025-08-31,金券・ギフト,QUOカード（500円相当～）など,125400
9842,アークランズ,8,2025-08-31,金券・ギフト,"QUOカード（2,000円相当）",296000
3063,ジェイグループホールディングス,8,2025-08-31,カタログギフト,"カタログギフト（2,000円相当～）など",130100
7514,ヒマラヤ,8,2025-08-31,食品,"自社商品（3,000円相当）",5410000
2305,スタジオアリス,8,2025-08-31,その他,"自社グループオリジナルウイスキー（7,150円相当）など",130000
7450,サンデー,8,2025-08-31,金券・ギフト,QUOカード（500円相当）,344000
3608,TSIホールディングス,8,2025-08-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（1,000円相当～）",144300
8273,イズミ,8,2025-08-31,金券・ギフト,QUOカード（500円相当～）,609000
3967,エルテス,8,2025-08-31,買物券・プリペイドカード,名鉄グループの施設で使える優待利用割引券セット（1冊）など,336900
9661,歌舞伎座,8,2025-08-31,その他,"地元特産品のギフトカタログ（3,000円相当～）",1180500
9942,ジョイフル,8,2025-08-31,買物券・プリペイドカード,グループ施設優待割引券など,143700
7219,エッチ・ケー・エス,8,2025-08-31,金券・ギフト,"オリジナルQUOカード（3,000円相当～）",308000
2687,シー・ヴイ・エス・ベイエリア,8,2025-08-31,買物券・プリペイドカード,"自社店舗などで使える優待買物割引券（3,000円相当）",96300
9679,プリモグローバルホールディングス,8,2025-08-31,その他,「ピュアミルクアイス5個セット」引換券（1枚）など,191500
7611,ハイデイ日高,8,2025-08-31,買物券・プリペイドカード,"「イシイのオンラインストア」で使える優待買物割引クーポン（4,000円相当）など",314000
3065,ライフフーズ,8,2025-08-31,金券・ギフト,"QUOカード（2,000円相当～）",258400
2164,地域新聞社,8,2025-08-31,金券・ギフト,QUOカード（500円相当～）,109400
8617,光世証券,8,2025-08-31,その他,ジェフグルメカード（500円相当～）など,265000
3557,ユナイテッド＆コレクティブ,8,2025-08-31,金券・ギフト,「オークワ」のほか、グループ店舗で使える自社商品券（500円相当～）など,83200
7607,進和,8,2025-08-31,カタログギフト,"岡山県の特産品カタログギフト（5,000円相当～）など",1075000
3556,リネットジャパングループ,8,2025-08-31,食事券,「マクドナルド」で使える優待食事無料券の冊子（1冊：18枚～）,603000
7678,ファストフード・カフェの食事,8,2025-08-31,その他,,0
2292,S Foods,8,2025-08-31,その他,自社製品詰め合わせ（500円相当～）など,247900
9929,INGS,8,2025-08-31,その他,"家庭紙詰め合わせセット（3,000円相当）など",442000
3548,バロックジャパンリミテッド,8,2025-08-31,その他,おこめ券（880円相当）,383500
7818,トランザクション,8,2025-08-31,買物券・プリペイドカード,"ブランドバッグ月額制シェアリングサービス「ラクサス」の優待利用割引券（12,000円相当）",15600
7352,TWOSTONE＆Sons,8,2025-08-31,金券・ギフト,オリジナルQUOカード（500円相当）など,465000
8278,フジ,8,2025-08-31,金券・ギフト,QUOカード（500円相当）など,32900
3193,レストランの食事,8,2025-08-31,その他,,0
3198,SFPホールディングス,8,2025-08-31,その他,オリジナルカレンダー（1部）など,494800
2736,フェスタリアホールディングス,8,2025-08-31,その他,優待品（1点）など,240700
7035,and factory,8,2025-08-31,金券・ギフト,QUOカード（500円相当～）,71000
2698,キャンドゥ,8,2025-08-31,買物券・プリペイドカード,「東天紅」のほか、グループ店舗で使える優待食事割引券（20％：2枚～）,57100
2997,QUOカードを贈る企業一覧,8,2025-08-31,その他,,0
3560,ほぼ日,8,2025-08-31,その他,"デジタルギフト（30,000円相当）",834000
2157,コシダカホールディングス,8,2025-08-31,買物券・プリペイドカード,"「東建多度カントリークラブ」のほか、グループ施設で使える5,000円割引券（4枚）など",1415000
3815,メディア工房,8,2025-08-31,金券・ギフト,"QUOカード（3,000円相当～）",7600000
3490,アズ企画設計,8,2025-08-31,その他,"独立支援サービス「Midworks」の参画お祝い金（20,000円相当）など",73400
7603,マックハウス,8,2025-08-31,買物券・プリペイドカード,"「あさくま」のほか、グループ店舗で使える優待食事割引券（4,000円相当）など",432000
2936,ベースフード,8,2025-08-31,金券・ギフト,"QUOカード（4,000円相当～）",1254000
2653,イオン九州,8,2025-08-31,その他,"フィットネスジム「アーバンフィット24」で使える優待利用券（5,940円相当）など",48100
7085,カーブスホールディングス,8,2025-08-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（3,000円相当～）",295000
3046,ジンズホールディングス,8,2025-08-31,その他,自社指定商品など,148200
8783,abc,8,2025-08-31,金券・ギフト,オリジナルQUOカード（500円相当）,82200
7870,福島印刷,8,2025-08-31,食事券,"「くら寿司」で使える優待食事券（2,500円相当～）",332000
7999,サイプレス・ホールディングス,8,2025-08-31,カタログギフト,"カタログギフト（3,000円相当～）",279200
4397,チームスピリット,8,2025-08-31,食事券,「まちの社員食堂」の食事を会員価格で提供など,43900
3612,ワールド,8,2025-08-31,カタログギフト,"オリジナルカタログギフト（3,000円相当～）",346000
2337,いちご,8,2025-08-31,金券・ギフト,オリジナルQUOカード（500円相当～）,211700
8244,近鉄百貨店,8,2025-08-31,食品,自社オリジナル商品（お菓子など）,399000
6264,マルマエ,8,2025-08-31,金券・ギフト,"オリジナルQUOカード（2,000円相当）",588000
2686,ジーフット,8,2025-08-31,買物券・プリペイドカード,"「KAKIYASU DINING」のほか、グループ店舗で使える優待利用割引券（1,000円相当～）など",260900
7928,旭化学工業,8,2025-08-31,買物券・プリペイドカード,「ホームセンターカンセキ」のほか、グループ店舗で使える優待買物割引券（15％割引：2枚～）,85200
2884,ヨシムラ・フード・ホールディングス,8,2025-08-31,金券・ギフト,"QUOカード（1,000円相当）",161500
3987,エコモット,8,2025-08-31,その他,"あっとギフト（15,000円相当）",335500
4668,明光ネットワークジャパン,8,2025-08-31,買物券・プリペイドカード,"「イオン」のほか、グループ店舗で使える優待買物割引券（2,500円相当～）など",86900
4015,ペイクラウドホールディングス,8,2025-08-31,金券・ギフト,"「プレミアム優待倶楽部」の優待ポイント（3,000円相当～）",527000
8276,平和堂,8,2025-08-31,その他,新潟県産コシヒカリ（1kg相当～）,97400
3045,カワサキ,8,2025-08-31,金券・ギフト,"QUOカード（2,000円相当～）",377000
2404,鉄人化ホールディングス,8,2025-08-31,その他,"「カラダノートウォーター」のミネラルウォーター（3,974円相当）",47500
9418,U-NEXT HOLDINGS,8,2025-08-31,金券・ギフト,オリジナルQUOカード（500円相当～）,90300
